0	0
10	0
20	0.569333
30	1.42333
40	2.41967
50	3.48716
60	4.59024
70	5.71111
80	6.84088
90	7.97508
100	9.11151
110	10.249
120	11.3871
130	12.5255
140	13.664
150	14.8025
160	15.9411
170	17.0797
180	18.2182
190	19.3568
200	20.4954
210	21.6339
220	22.7724
230	23.9109
240	25.0495
250	26.1879
260	27.3264
270	28.4649
280	29.6033
290	30.7417
300	31.8801
310	33.0185
320	34.1568
330	35.2951
340	36.4334
350	37.5717
360	38.7099
370	39.8482
380	40.9863
390	42.1245
400	43.2626
410	44.4007
420	45.5388
430	46.6768
440	47.8148
450	48.9528
460	50.0907
470	51.2286
480	52.3665
490	53.5043
500	54.6421
510	55.7798
520	56.9175
530	58.0551
540	59.1927
550	60.3303
560	61.4678
570	62.6052
580	63.7426
590	64.88
600	66.0173
610	67.1545
620	68.2917
630	69.4288
640	70.5659
650	71.7029
660	72.8399
670	73.9768
680	75.1136
690	76.2503
700	77.387
710	78.5236
720	79.6602
730	80.7966
740	81.933
750	83.0693
760	84.2056
770	85.3417
780	86.4778
790	87.6138
800	88.7497
810	89.8855
820	91.0212
830	92.1568
840	93.2923
850	94.4278
860	95.5631
870	96.6983
880	97.8334
890	98.9684
900	100.103
910	101.238
920	102.373
930	103.507
940	104.642
950	105.776
960	106.91
970	108.044
980	109.178
990	110.312
1000	111.445
1010	112.579
1020	113.712
1030	114.845
1040	115.978
1050	117.111
1060	118.244
1070	119.376
1080	120.508
1090	121.64
1100	122.772
1110	123.904
1120	125.035
1130	126.167
1140	127.298
1150	128.429
1160	129.559
1170	130.69
1180	131.82
1190	132.95
1200	134.08
1210	135.209
1220	136.338
1230	137.467
1240	138.596
1250	139.724
1260	140.852
1270	141.979
1280	143.107
1290	144.234
1300	145.36
1310	146.487
1320	147.613
1330	148.738
1340	149.863
1350	150.988
1360	152.112
1370	153.236
1380	154.36
1390	155.483
1400	156.605
1410	157.727
1420	158.848
1430	159.969
1440	161.09
1450	162.209
1460	163.329
1470	164.447
1480	165.565
1490	166.682
1500	167.798
1510	168.914
1520	170.029
1530	171.143
1540	172.256
1550	173.369
1560	174.48
1570	175.591
1580	176.7
1590	177.809
1600	178.916
1610	180.022
1620	181.127
1630	182.231
1640	183.333
1650	184.434
1660	185.533
1670	186.631
1680	187.727
1690	188.822
1700	189.915
1710	191.005
1720	192.094
1730	193.181
1740	194.265
1750	195.347
1760	196.426
1770	197.502
1780	198.576
1790	199.646
1800	200.713
1810	201.777
1820	202.837
1830	203.892
1840	204.943
1850	205.99
1860	207.031
1870	208.067
1880	209.097
1890	210.12
1900	211.136
1910	212.145
1920	213.145
1930	214.136
1940	215.117
1950	216.087
1960	217.045
1970	217.989
1980	218.917
1990	219.829
2000	220.722
2010	221.594
2020	222.442
2030	223.262
2040	224.051
2050	224.804
2060	225.515
2070	226.178
2080	226.783
2090	227.321
2100	227.777
2110	228.136
2120	228.374
2130	228.463
2140	228.363
2150	228.021
2160	227.361
2170	226.273
2180	224.592
2190	222.061
2200	218.257
2210	212.453
2220	203.315
2230	188.298
2240	162.84
2250	123.518
2260	89.5479
2270	85.6703
2280	96.3702
2290	107.008
2300	112.65
2310	113.325
2320	111.214
2330	108.936
2340	108.062
2350	108.634
2360	109.869
2370	111.022
2380	111.767
2390	112.159
2400	112.413
2410	112.718
2420	113.14
2430	113.649
2440	114.181
2450	114.691
2460	115.168
2470	115.626
2480	116.082
2490	116.546
2500	117.018
2510	117.494
2520	117.97
