0	0
10	0
20	0.00362449
30	0.00906135
40	0.0154048
50	0.0222023
60	0.0292281
70	0.0363694
80	0.0435704
90	0.0508037
100	0.0580557
110	0.0653201
120	0.0725943
130	0.0798772
140	0.0871687
150	0.0944692
160	0.101779
170	0.109099
180	0.116431
190	0.123773
200	0.131129
210	0.138497
220	0.14588
230	0.153278
240	0.160692
250	0.168122
260	0.175569
270	0.183035
280	0.19052
290	0.198025
300	0.205551
310	0.213099
320	0.220669
330	0.228263
340	0.235881
350	0.243525
360	0.251195
370	0.258892
380	0.266618
390	0.274372
400	0.282157
410	0.289973
420	0.297821
430	0.305702
440	0.313617
450	0.321568
460	0.329555
470	0.337579
480	0.345642
490	0.353745
500	0.361888
510	0.370073
520	0.378301
530	0.386574
540	0.394892
550	0.403256
560	0.411669
570	0.420131
580	0.428644
590	0.437208
600	0.445826
610	0.454498
620	0.463227
630	0.472013
640	0.480858
650	0.489764
660	0.498732
670	0.507763
680	0.51686
690	0.526023
700	0.535255
710	0.544558
720	0.553932
730	0.563381
740	0.572905
750	0.582507
760	0.592188
770	0.601951
780	0.611797
790	0.621729
800	0.631748
810	0.641858
820	0.65206
830	0.662356
840	0.67275
850	0.683242
860	0.693837
870	0.704536
880	0.715342
890	0.726257
900	0.737285
910	0.748429
920	0.759691
930	0.771074
940	0.782582
950	0.794217
960	0.805984
970	0.817885
980	0.829924
990	0.842105
1000	0.854431
1010	0.866906
1020	0.879534
1030	0.89232
1040	0.905268
1050	0.918381
1060	0.931666
1070	0.945125
1080	0.958764
1090	0.972589
1100	0.986604
1110	1.00081
1120	1.01523
1130	1.02984
1140	1.04468
1150	1.05973
1160	1.075
1170	1.09051
1180	1.10626
1190	1.12225
1200	1.1385
1210	1.15501
1220	1.17179
1230	1.18884
1240	1.20618
1250	1.22382
1260	1.24177
1270	1.26002
1280	1.2786
1290	1.29752
1300	1.31678
1310	1.33641
1320	1.3564
1330	1.37677
1340	1.39754
1350	1.41872
1360	1.44032
1370	1.46236
1380	1.48486
1390	1.50782
1400	1.53128
1410	1.55524
1420	1.57972
1430	1.60475
1440	1.63035
1450	1.65653
1460	1.68332
1470	1.71075
1480	1.73883
1490	1.76761
1500	1.7971
1510	1.82733
1520	1.85834
1530	1.89016
1540	1.92283
1550	1.95638
1560	1.99085
1570	2.02628
1580	2.06272
1590	2.10021
1600	2.13881
1610	2.17857
1620	2.21954
1630	2.26178
1640	2.30537
1650	2.35035
1660	2.39682
1670	2.44485
1680	2.49452
1690	2.54592
1700	2.59915
1710	2.65431
1720	2.71152
1730	2.77089
1740	2.83255
1750	2.89665
1760	2.96334
1770	3.03278
1780	3.10515
1790	3.18064
1800	3.25948
1810	3.34188
1820	3.42811
1830	3.51844
1840	3.61317
1850	3.71265
1860	3.81724
1870	3.92736
1880	4.04345
1890	4.16603
1900	4.29566
1910	4.43297
1920	4.57867
1930	4.73356
1940	4.89853
1950	5.07461
1960	5.26295
1970	5.4649
1980	5.68196
1990	5.91591
2000	6.16879
2010	6.44297
2020	6.74125
2030	7.06693
2040	7.42393
2050	7.81695
2060	8.25167
2070	8.73501
2080	9.27549
2090	9.88372
2100	10.573
2110	11.3605
2120	12.2682
2130	13.3253
2140	14.5709
2150	16.0589
2160	17.8649
2170	20.0988
2180	22.9255
2190	26.6028
2200	31.5523
2210	38.5027
2220	48.7869
2230	64.9491
2240	91.5538
2250	132.021
2260	167.137
2270	172.161
2280	162.607
2290	153.114
2300	148.619
2310	149.09
